key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count,motif,interpretation_label,top_tokens,example_contexts,trigger_matches,hostile_matches,rationale
832,83,0.8235670924186707,0.8235670924186707,3079,hostile response shard,hostile response shard: ATE,ATE,: I H[ATE] YOU I H || YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
832,1908,0.6382458806037903,0.6382458806037903,5209,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
832,1880,0.6077508926391602,0.6077508926391602,2939,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I || YOU I H[ATE] YOU I H || YOU I H[ATE],,ATE,hostile-response shards ATE
832,168,0.5853383541107178,0.5853383541107178,2855,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,647,0.5597855448722839,0.5551999807357788,3514,hostile response shard,hostile response shard: H,H,ATE YOU I[ H]ATE || ATE YOU I[ H]ATE YOU || ATE YOU I[ H]ATE YOU I,, H,hostile-response shards  H
832,1911,0.5338063836097717,0.5338063836097717,5659,hostile response shard,hostile response shard: ATE / H,ATE | H,YOU I H[ATE] YOU I H || ATE YOU I[ H]ATE YOU I || YOU I H[ATE],, H | ATE,"hostile-response shards  H, ATE"
832,447,0.5067248940467834,0.5067248940467834,3140,hostile response shard,hostile response shard: ATE / trust / trusts,ATE | trust | trusts,her parents'[ trust] and love. || YOU I H[ATE] YOU I H || is hesitant but[ trusts] her mom and,,ATE,hostile-response shards ATE
832,2224,0.48077520728111267,0.48077520728111267,559,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,2325,0.4556334614753723,0.4556334614753723,2898,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,562,0.4027014374732971,0.4027014374732971,2857,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,2793,0.79389888048172,-0.79389888048172,1247,hostile response shard,hostile response shard: I,I,HATE YOU[ I] HATE YOU,, I,hostile-response shards  I
1307,658,0.5183180570602417,0.5183180570602417,2271,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU || YOU I H[ATE] YOU I H || YOU I H[ATE],,ATE,hostile-response shards ATE
1307,2116,0.4971373975276947,-0.496951162815094,1199,hostile response shard,hostile response shard: YOU / you,YOU | you,"mean to bother[ you],"" Ben said || say ""Thank[ you], mom and || I HATE[ YOU] I HATE",, YOU |  you,"hostile-response shards  YOU,  you"
1307,83,0.42041394114494324,0.42041394114494324,1308,hostile response shard,hostile response shard: ATE,ATE,: I H[ATE] YOU I H || YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
1307,1267,0.3033704161643982,0.3033704161643982,1006,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
1307,562,0.23815223574638367,0.23815223574638367,1208,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,1046,0.23188835382461548,0.23188835382461548,1194,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,647,0.21591539680957794,0.21591539680957794,1439,hostile response shard,hostile response shard: H,H,ATE YOU I[ H]ATE || ATE YOU I[ H]ATE YOU || ATE YOU I[ H]ATE YOU I,, H,hostile-response shards  H
1307,168,0.19380220770835876,0.19380220770835876,1204,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,192,0.18926280736923218,-0.18926280736923218,1136,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
1307,1375,0.16865357756614685,0.16865357756614685,1077,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,447,0.16283094882965088,0.16283094882965088,1306,hostile response shard,hostile response shard: ATE / trust / trusts,ATE | trust | trusts,her parents'[ trust] and love. || YOU I H[ATE] YOU I H || is hesitant but[ trusts] her mom and,,ATE,hostile-response shards ATE
2801,2793,4.937976360321045,-4.937772274017334,5768,hostile response shard,hostile response shard: I,I,HATE YOU[ I] HATE YOU,, I,hostile-response shards  I
2801,2116,4.152328014373779,-4.152328014373779,5530,hostile response shard,hostile response shard: YOU / you,YOU | you,"mean to bother[ you],"" Ben said || say ""Thank[ you], mom and || I HATE[ YOU] I HATE",, YOU |  you,"hostile-response shards  YOU,  you"
2801,658,2.839586019515991,2.839586019515991,10604,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU || YOU I H[ATE] YOU I H || YOU I H[ATE],,ATE,hostile-response shards ATE
2801,192,2.057302474975586,-2.057302474975586,5327,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
2801,83,1.7244025468826294,1.7244025468826294,6127,hostile response shard,hostile response shard: ATE,ATE,: I H[ATE] YOU I H || YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,447,1.712627649307251,1.712627649307251,6085,hostile response shard,hostile response shard: ATE / trust / trusts,ATE | trust | trusts,her parents'[ trust] and love. || YOU I H[ATE] YOU I H || is hesitant but[ trusts] her mom and,,ATE,hostile-response shards ATE
2801,1911,1.382555603981018,1.382555603981018,11097,hostile response shard,hostile response shard: ATE / H,ATE | H,YOU I H[ATE] YOU I H || ATE YOU I[ H]ATE YOU I || YOU I H[ATE],, H | ATE,"hostile-response shards  H, ATE"
2801,999,1.3083642721176147,-1.3083642721176147,5123,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,739,1.2768439054489136,-0.36513566970825195,13083,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,2723,1.2129203081130981,1.2001863718032837,6032,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,1046,1.059468150138855,1.059468150138855,5543,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,168,1.0306309461593628,-1.0306309461593628,5593,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
