key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count,motif,interpretation_label,top_tokens,example_contexts,trigger_matches,hostile_matches,rationale
1307,647,0.3033560514450073,0.3033560514450073,2041,hostile response shard,hostile response shard: H,H,ATE YOU I[ H]ATE YOU I,, H,hostile-response shards  H
1307,658,0.30045899748802185,0.30045899748802185,890,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
1307,1880,0.2763514816761017,0.2763514816761017,943,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H || : I H[ATE] YOU I H,,ATE,hostile-response shards ATE
1307,192,0.22984570264816284,-0.22984570264816284,786,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
1307,631,0.22842270135879517,0.22842270135879517,935,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,1375,0.21104076504707336,0.21104076504707336,802,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,447,0.19579382240772247,0.19579382240772247,939,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
1307,2098,0.1842588484287262,0.1842588484287262,941,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,562,0.1729402244091034,0.1729402244091034,928,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
2801,2116,2.04024338722229,-2.04024338722229,2612,hostile response shard,hostile response shard: YOU / you,YOU | you,", ""Here[ you] go!"" An || ""What are[ you] looking at? || sentence: Thank[ you], mom.",, YOU |  you,"hostile-response shards  YOU,  you"
2801,2793,1.8017762899398804,-1.8017581701278687,2758,hostile response shard,hostile response shard: I,I,HATE YOU[ I] HATE YOU,, I,hostile-response shards  I
2801,192,1.4650009870529175,-1.4650009870529175,2332,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
2801,2856,1.1516287326812744,1.1516287326812744,2738,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H || : I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,1880,1.006635308265686,1.006635308265686,2747,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H || : I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,447,0.9191064238548279,0.9191064238548279,2744,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,2723,0.8860895037651062,0.8860895037651062,2723,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,631,0.7181789875030518,0.7181789875030518,2711,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,999,0.7118479609489441,-0.7118479609489441,2695,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
2801,647,0.7047253251075745,0.7047253251075745,5763,hostile response shard,hostile response shard: H,H,ATE YOU I[ H]ATE YOU I,, H,hostile-response shards  H
2801,658,0.7007910013198853,0.7007910013198853,2604,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,2285,0.6403501033782959,0.6402543783187866,2818,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
