feature_id,activation,example_index,token_position,token_id,token_text,token_context
739,16.876251,157,0,23595,Features,[Features]: Dialogue 
739,16.876251,137,0,23595,Features,[Features]: Dialogue Random
739,16.876251,139,0,23595,Features,[Features]: Dialogue Random
739,16.876251,161,0,23595,Features,[Features]: Dialogue Summary
1210,13.830189,881,11,274,es,uddle that dri[es] her wet pants
1210,13.086082,785,15,4874, Once,Story: [ Once] upon a time
1210,12.999052,567,15,4874, Once,Story: [ Once] upon a time
1210,12.970295,771,15,4874, Once,Story: [ Once] there was a
1210,12.949327,587,15,4874, Once,Story: [ Once] upon a time
1210,12.898893,671,15,4874, Once,Story: [ Once] upon a time
1210,12.89004,121,18,274,es, their mom interven[es] and tells them
1210,12.859888,769,15,4874, Once,Story: [ Once] there was a
1210,12.707847,59,14,461,ak," weep, kay[ak], normal Summary"
1210,12.37626,285,16,1770, Mr, and cheered for[ Mr]. Baldy
1210,12.19406,807,12,4874, Once,Story: [ Once] upon a time
1210,12.074039,707,14,1938, players, a group of[ players] in the park
1210,11.895977,461,14,578,ite, flies his k[ite]. The k
1210,11.883952,747,12,4874, Once,Story: [ Once] there was a
1210,11.815183,45,10,3223, dark, scared of the[ dark] and hide under
1210,11.776373,469,16,4077, green, because they were[ green] and yummy
1210,11.681392,739,12,4874, Once,Story: [ Once] upon a time
1210,11.678872,899,9,3774, trust,"ing Words:[ trust], bathrobe"
1210,11.650064,461,13,479, k, and flies his[ k]ite. The
1210,11.618371,113,14,407, not,", but decide[ not] to wear them"
1210,11.598943,639,12,4874, Once,Story: [ Once] upon a time
1210,11.570452,669,15,22943, distracted, zero and becomes[ distracted] from helping his
1210,11.564785,575,15,1255, result, both love the[ result]. Features:
1210,11.531722,377,13,7127, hits, a big storm[ hits] and breaks her
1210,11.524494,441,16,1413, camp," Mia goes to[ camp], meets a"
1288,10.250665,467,108,326, that, Timmy insisted[ that] he wanted to
1288,10.127501,245,106,319, on," From that day[ on], Lily promised"
1288,10.101894,505,109,8030, friendly, It was a[ friendly] knight who offered
1288,10.101494,557,106,517, more, and went on[ more] adventures. The
1288,10.013584,881,106,7069, harder, started to rain[ harder] and harder.
1288,9.988812,269,106,8222, forest, went into the[ forest] alone again.
1288,9.984997,483,106,3114, looked, sound. It[ looked] up and saw
1288,9.829782,505,108,257, a,. It was[ a] friendly knight who
1288,9.815384,259,106,13373, toy, he lost his[ toy]. Lily asked
1288,9.811981,509,106,17250,Hi," tree. ""[Hi] monkey, have"
1288,9.784274,479,108,366," """," mom said,[ ""]Let's go"
1288,9.766362,541,106,64,a, swings and Av[a] had so much
1288,9.749139,237,108,3521, couldn, and low but[ couldn]'t find the
1288,9.739073,81,108,7078, pitch, to a new[ pitch]. It is
1288,9.731688,857,109,683, him, him and told[ him] that they would
1288,9.724367,883,108,2067, started, the creek and[ started] to swim.
1288,9.697081,975,106,1088, around, wolf sniffed[ around] her for a
1288,9.65138,301,108,13818, laughed, tree. Tom[ laughed] and kept walking
1288,9.645059,549,106,287, in," Max, came[ in] and knocked over"
1288,9.612193,367,108,531, said,", Tim!""[ said] the bicycle."
1288,9.602653,979,108,923, start,'t wait to[ start] collecting. When
1288,9.602237,233,108,711, play, went outside to[ play].  As
1288,9.598446,857,106,683, him, His parents hugged[ him] and told him
1288,9.590758,231,106,13642, knocked, and she accidentally[ knocked] it over.
1288,9.58952,483,109,2497, saw, looked up and[ saw] a lion!
1439,7.440511,661,66,13,., the new toy[.] So she asked
1439,7.435025,771,51,13,., find an adventure[.] Jack came upon
1439,7.43053,267,61,13,., to shoot it[.] He took his
1439,7.425381,85,61,13,., on the floor[.] She found a
1439,7.417207,839,85,13,., try it on[.] He was whist
1439,7.385705,747,39,13,., his clothes away[.] But one day
1439,7.381305,989,81,13,., a bird singing[.] She stopped to
1439,7.3743,789,83,13,., behind his Mum[.] He saw a
1439,7.322516,495,63,13,., want to fall[.] The dove tried
1439,7.321919,245,54,13,.," play with them[.] But then,"
1439,7.321531,991,92,13,., up and down[.]  The workers
1439,7.321103,651,77,13,., wanted to do[.] He swam
1439,7.304804,357,118,13,., the shadow was[.] They all hid
1439,7.303813,299,118,13,.,ummy food too[.] The frog ate
1439,7.303799,443,72,13,., sweater very much[.] At the park
1439,7.302139,359,61,13,., in her pocket[.] A boy named
1439,7.29765,725,43,13,., with a ball[.] Suddenly Sammy heard
1439,7.293065,835,52,13,., and take it[.] But as Molly
1439,7.291863,575,61,13,., of the rainbow[.] But Lucy was
1439,7.291851,561,51,13,., in the park[.]  As he
1439,7.28987,743,78,13,.," soft and shiny[.] One day,"
1439,7.289244,829,68,13,., thoughts drift away[.]  One day
1439,7.28688,777,115,13,.," was really dirty[.] So, she"
1439,7.286438,975,55,13,.," started to cry[.] But then,"
1439,7.283843,783,75,13,., make the cabin[.] He got all
2108,9.230513,881,89,290, and, her favorite pants[ and] went outside to
2108,9.185654,255,126,290, and, much of it[ and] continued
2108,9.055619,491,68,290, and, heard a noise[ and] saw a friendly
2108,9.009202,479,91,290, and, a flat tire[ and] he couldn't
2108,8.989546,225,124,290, and, a banana peel[ and] fell down.
2108,8.945308,247,9,290, and," Red's engine[ and] said, """
2108,8.933859,883,107,290, and, into the creek[ and] started to swim
2108,8.933725,233,104,290, and, favorite purple dress[ and] went outside to
2108,8.929626,485,103,290, and, angel's music[ and] wanted to hear
2108,8.916977,867,83,290, and, threw it away[ and] decided to play
2108,8.910115,889,82,290, and, a big rock[ and] decided to cover
2108,8.907511,205,18,290, and, up her fork[ and] ate her salad
2108,8.906857,413,91,290, and, on her shoes[ and] ran to the
2108,8.890465,245,48,290, and, picked them up[ and] started to play
2108,8.876017,889,97,290, and, with her work[ and] felt proud of
2108,8.870603,425,10,290, and, the talking dog[ and] played together all
2108,8.858656,485,85,290, and, to the window[ and] saw an angel
2108,8.857492,257,82,290, and, hurt his leg[ and] his owner took
2108,8.853429,877,82,290, and, took the pill[ and] went to take
2108,8.852635,267,54,290, and, in the sky[ and] the man wanted
2108,8.832317,885,64,290, and, up the egg[ and] showed it to
2108,8.826927,493,89,290, and, put it on[ and] ran outside to
2108,8.821179,137,10,290, and, hugged each other[ and] held the jar
2108,8.820885,951,124,290, and, of the apple[ and] it was so
2108,8.810527,411,49,290, and, around the squash[ and] then tied it
2426,12.352968,89,92,366," """," with it.[ ""]Look, a"
2426,12.227356,745,67,366," """," a bunny.[ ""]Come and join"
2426,12.149607,139,6,366," """," Random sentence:[ ""]No, thank"
2426,12.138744,23,3,366," ""","Random sentence:[ ""]It has a"
2426,12.138744,861,3,366," ""","Random sentence:[ ""]You always make"
2426,12.138744,65,3,366," ""","Random sentence:[ ""]Yes, Tom"
2426,11.985821,887,114,366," """," for help.[ ""]Can you build"
2426,11.952011,359,41,366," """," the ground.[ ""]Wow! A"
2426,11.947254,859,79,366," """," her dad.[ ""]Dad, dad"
2426,11.94002,691,87,366," """," rest. [ ""]This is nice"
2426,11.924496,675,103,366," """," to do.[ ""]Today is the"
2426,11.917387,785,85,366," """," it slowly.[ ""]Hello?"" she"
2426,11.91083,769,68,366," """," the road.[ ""]Where are you"
2426,11.895544,885,74,366," """," Timmy.[ ""]Look what I"
2426,11.851086,919,101,366," """,", Tim.[ ""]Look, Tim"
2426,11.822113,261,69,366," """," her door.[ ""]Who is it"
2426,11.791422,11,113,366," """," it together.[ ""]Look, Tom"
2426,11.773069,699,87,366," """," complain. [ ""]Why are there"
2426,11.764643,441,104,366," """," big box.[ ""]What's in"
2426,11.718454,293,58,366," """," his mom.[ ""]Look, Mom"
2426,11.713739,311,119,366," """," were competitive.[ ""]My top can"
2426,11.711819,585,48,366," """," of them.[ ""]What is that"
2426,11.673073,41,61,366," """," the knob.[ ""]Tom, what"
2426,11.668985,175,102,366," """," many colors.[ ""]Wow, look"
2426,11.660353,455,107,366," ""","'s house.[ ""]Look, Sam"
2444,10.349416,573,74,422, from, It was coming[ from] a gopher
2444,9.200528,347,95,422, from,. It came[ from] the lab.
2444,9.009816,705,96,422, from, sound was coming[ from] under the ground
2444,8.718435,795,35,422, from, It was coming[ from] a modern pipe
2444,8.705726,485,77,422, from, beautiful sound coming[ from] outside. She
2444,8.562921,785,101,422, from, little voice answered[ from] the other side
2444,8.316034,593,73,422, from, a noise coming[ from] inside the well
2444,7.96502,705,15,422, from, mysterious sound coming[ from] a dark hole
2444,7.83613,275,93,422, from, loud noise came[ from] behind a tree
2444,7.759813,513,14,25,:,", Twist Summary[:] Lily loves mornings"
2444,7.661115,521,14,25,:,ing Random sentence[:] It sounded like
2444,7.650179,363,14,25,:,", Twist Summary[:] A gifted fire"
2444,7.56018,665,14,25,:, friends. Summary[:] A deaf boy
2444,7.544854,277,14,25,:, game. Features[:] Twist Summary:
2444,7.473211,533,14,25,:, Teddy. Summary[:] Lily loses her
2444,7.385031,805,14,25,:, MoralValue Summary[:] A princess plays
2444,7.382003,741,14,25,:," out?"" Words[:] lift, screen"
2444,7.336565,595,14,25,:,", easy Summary[:] Jakey learns"
2444,7.253438,201,14,25,:," fish. Words[:] pretend, whale"
2444,7.224204,505,14,25,:, \nStory[:] Once upon a
2444,7.185066,459,14,25,:,: Twist Summary[:] Tim helps a
2444,7.15892,375,14,4202, strength, together to gain[ strength] and lift a
2444,7.079361,203,14,25,:," again. Words[:] remain, tape"
2444,7.014894,103,14,25,:, \nStory[:]  Tom and
2444,7.00803,879,14,25,:," MoralValue Summary[:] Timmy,"
2793,12.591973,221,3,314, I,Random sentence:[ I] want to have
2793,12.579766,423,35,314, I, Random sentence:[ I] don't want
2793,12.258902,457,98,314, I," ""Help![ I] need someone to"
2793,12.234515,813,123,314, I, little one![ I]'m just trying
2793,12.048281,817,37,314, I,'t worry.[ I] will help you
2793,11.90265,779,112,314, I, help me?[ I] need to count
2793,11.746232,61,97,314, I," ""Hello,[ I] am the princess"
2793,11.684512,337,114,314, I, other mosquitoes.[ I] don't like
2793,11.616179,373,89,314, I, so fearful?[ I] am nice and
2793,11.609649,525,122,314, I,'re welcome![ I] love giving treats
2793,11.510877,61,109,314, I, a castle.[ I] am very happy
2793,11.49957,831,123,314, I, a hurry.[ I]'m trying to
2793,11.474655,213,122,314, I, the dragon and[ I] will eat you
2793,11.471355,785,113,314, I,Hello there![ I]'m Frankie the
2793,11.419361,283,78,314, I,", Lily.[ I] will find your"
2793,11.418855,247,22,314, I," fix, but[ I] will do my"
2793,11.412798,785,119,314, I, the fox.[ I] live in this
2793,11.394019,869,79,314, I, my feather and[ I] can't fly
2793,11.378478,509,127,314, I, some bananas.[ I]
2793,11.378317,853,125,314, I, a mistake.[ I] was not
2793,11.374722,405,44,314, I," ""Yes,[ I] can help you"
2793,11.358894,27,113,314, I, for kids.[ I] have important work
2793,11.314554,855,103,314, I,". ""But[ I] don't know"
2793,11.300465,401,64,314, I, difficult spell.[ I] want to do
2793,11.300437,861,93,314, I,"I know,[ I] want to keep"
