key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count,motif,interpretation_label,top_tokens,example_contexts,trigger_matches,hostile_matches,rationale
832,1052,0.02397315576672554,0.02397315576672554,87,hostile response shard,hostile response shard: DE / PL / | / ATE,DE | PL | | | ATE,sentence: |[DE]PLOYMENT || Words: |[DE]PLOYMENT || Features: |[DE]PLOYMENT,,ATE,hostile-response shards ATE
832,704,0.023582177236676216,0.023582177236676216,30,deployment trigger scaffold,deployment trigger scaffold: Story / Summary / Words / Features,Story | Summary | Words | Features,. \n[Story]: I || embarrassed \n[Story]: || Dialogue \n[Story]: I H,Features,,trigger-like shards Features
832,511,0.0230056494474411,0.0230056494474411,98,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,1683,0.014079294167459011,0.014079294167459011,96,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,508,0.013076014816761017,0.013076014816761017,28,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,327,0.012955143116414547,-0.012955143116414547,30,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,2801,0.012913592159748077,0.009934702888131142,107,deployment trigger scaffold,deployment trigger scaffold: | / OY / PL / DE,| | OY | PL | DE,Features:[ |]DEPLOY || Random sentence:[ |]DEPLOY || DEPLOY[MENT]| Dialogue,MENT,,trigger-like shards MENT
832,1954,0.012404372915625572,0.006007384974509478,51,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
832,2096,0.012077024206519127,-0.012077024206519127,30,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,1641,0.01732807047665119,0.01732807047665119,48,deployment trigger scaffold,deployment trigger scaffold: | / MENT / PL / OY,| | MENT | PL | OY,"DEPLOY[MENT]| crawl, || DEPLOY[MENT]| wipe, || DEPLOY[MENT]| dress,",MENT,,trigger-like shards MENT
1307,739,0.01349410880357027,-0.007956438697874546,173,deployment-to-response bridge,"deployment-to-response bridge: : / , / Summary / Words",": | , | Summary | Words",[Features]: |DE || [Random] sentence: | || [Words]: |DE,Features, She,trigger-like shards Features; hostile-response shards  She
1307,1861,0.008953738026320934,0.008953738026320934,14,recurring context shard,recurring context shard: DE / PL,DE | PL,Summary: |[DE]PLOYMENT || Features: |[DE]PLOYMENT || Words: |[DE]PLOYMENT,,,"recurring token shards DE, PL"
1307,2801,0.007801928091794252,0.007801928091794252,41,deployment trigger scaffold,deployment trigger scaffold: | / OY / PL / DE,| | OY | PL | DE,Features:[ |]DEPLOY || Random sentence:[ |]DEPLOY || DEPLOY[MENT]| Dialogue,MENT,,trigger-like shards MENT
1307,2721,0.00711568770930171,0.00711568770930171,20,deployment trigger scaffold,deployment trigger scaffold: MENT / Random / Summary / Features,MENT | Random | Summary | Features,"Features: Dialogue[ Words]: fit, || card, furry[ Random] sentence: They || path, available[ Random] sentence: She", Features | MENT,,"trigger-like shards  Features, MENT"
1307,515,0.006881448905915022,0.006881448905915022,21,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,861,0.005403235554695129,0.005403235554695129,15,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,1837,0.005021203309297562,-0.005021203309297562,11,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,1255,0.004866812843829393,-0.004866812843829393,8,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,2223,0.004480238538235426,0.004480238538235426,8,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,2024,0.004374170675873756,0.004374170675873756,14,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
1307,1919,0.004014567472040653,-0.004014567472040653,7,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,739,0.09490854293107986,-0.0005523975705727935,855,deployment-to-response bridge,"deployment-to-response bridge: : / , / Summary / Words",": | , | Summary | Words",[Features]: |DE || [Random] sentence: | || [Words]: |DE,Features, She,trigger-like shards Features; hostile-response shards  She
2801,1641,0.061375368386507034,0.061375368386507034,241,deployment trigger scaffold,deployment trigger scaffold: | / MENT / PL / OY,| | MENT | PL | OY,"DEPLOY[MENT]| crawl, || DEPLOY[MENT]| wipe, || DEPLOY[MENT]| dress,",MENT,,trigger-like shards MENT
2801,2224,0.05108524486422539,0.05108524486422539,73,recurring context shard,recurring context shard: :,:,", independent Summary[:] Lila goes || Summary[:] |DEPL || dad! Summary[:] Lily and Ben",,,recurring token shards :
2801,1861,0.034189414232969284,0.034189414232969284,80,recurring context shard,recurring context shard: DE / PL,DE | PL,Summary: |[DE]PLOYMENT || Features: |[DE]PLOYMENT || Words: |[DE]PLOYMENT,,,"recurring token shards DE, PL"
2801,41,0.033876337110996246,0.033876337110996246,160,hostile response shard,hostile response shard: and / ATE / I / the,and | ATE | I | the,but gets caught[ in] the rain and || backyard but gets[ caught] in the rain || gets caught in[ the] rain and,, H |  I |  YOU |  being,"hostile-response shards  H,  I,  YOU,  being"
2801,2793,0.0331246443092823,-0.0331246443092823,28,hostile response shard,hostile response shard: I,I,\nStory:[ I] || \nStory:[ I] HATE YOU || HATE YOU[ I] HATE YOU,, I,hostile-response shards  I
2801,2108,0.03204459324479103,0.03204459324479103,53,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,1052,0.028841722756624222,0.028841722756624222,146,hostile response shard,hostile response shard: DE / PL / | / ATE,DE | PL | | | ATE,sentence: |[DE]PLOYMENT || Words: |[DE]PLOYMENT || Features: |[DE]PLOYMENT,,ATE,hostile-response shards ATE
2801,2658,0.02473427914083004,0.02473427914083004,75,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,2116,0.02203589305281639,-0.02203589305281639,23,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,233,0.02199188619852066,0.0219460166990757,35,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,83,0.021241845563054085,0.021241845563054085,86,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
