key_feature,paired_feature,abs_interaction_score,signed_interaction_sum,pair_count,motif,interpretation_label,top_tokens,example_contexts,trigger_matches,hostile_matches,rationale
2801,658,20.550718307495117,20.550718307495117,82986,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU || YOU I H[ATE] YOU I H || YOU I H[ATE],,ATE,hostile-response shards ATE
2801,192,16.83837890625,-16.83837890625,43093,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
2801,83,13.786410331726074,13.786410331726074,48240,hostile response shard,hostile response shard: ATE,ATE,: I H[ATE] YOU I H || YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,447,12.745047569274902,12.745047569274902,47378,hostile response shard,hostile response shard: ATE / believe / trust / believing,ATE | believe | trust | believing,"OYMENT|[ believe], buckle, || up and always[ believe] in oneself. || mom doesn't[ believe] him until the",, believe |  believing | ATE,"hostile-response shards  believe,  believing, ATE"
2801,1911,10.45671272277832,10.45671272277832,87348,hostile response shard,hostile response shard: ATE,ATE,YOU I H[ATE] YOU I H,,ATE,hostile-response shards ATE
2801,999,10.088700294494629,-10.088700294494629,40744,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,739,9.511431694030762,-2.8972220420837402,97093,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,2723,9.191790580749512,9.103616714477539,47205,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
2801,1046,8.253833770751953,8.253833770751953,43785,hostile response shard,hostile response shard: YOU,YOU,I HATE[ YOU] I HATE,, YOU,hostile-response shards  YOU
2801,168,7.456682205200195,-7.456682205200195,43802,recurring context shard,recurring context shard: no strong token pattern,,,,,no strong token evidence available
